"rating","day","blog","text"
"Liberal",165,"tp","action actual alarm american appear argu argument argument audio california call caus center center chang chang chang chang chang cite cite climat climat climat climat climat clip come concern consequ consequ consequ consequ consist context data death death destruct destruct direct discuss distort doctor effect establish event event evid explain extrem fact find first foolish former full fund global global global global gore gore headlin headlin headlin headlin heat hit ignor ignor institut isn johnson johnson johnson johnson johnson like link look made made make may media nation panel piec predict presid progress progress progress push read recent reluct report report report report report report respons room room said san scientif scientist seem sever share space storm strang struck studi time today top univers use use vice warm warm warm warm wave weather weather wrote yesterday"
"Liberal",283,"tpm","abil abl abl accord account account account account act actual actual advanc afford afford afford afford afford afford afford afford age ago ago ago agreement ahead allow allow also also also also also also america america america america america america america america america america america america america america america america america american american american american american american american american american american american american american american american american american american amount angri announc anoth anoth anoth anymor anyon anyth anyth anywher armi around around ask ask ask ask ask ask attack attack attend author averag avoid away back back back bad bad bad bad bad bail bail bailout bailout bailout bailout bank bank bank bank bank bank bank barack basic basic battl begin behavior belief believ believ believ believ believ benefit benefit benefit better better better biggest biggest bill bill billion billion billion billion billion bless bless book bottom bottom break break bridg broken broken broken buck budget budget budget build build build bus bush busi busi busi busi busi buy buy buy buy call call call call campaign campaign campaign campaign campaign campaign can can can can can can can can can can can can can can can can can can can can can can can candid capit capit car car care care care care care care care caus centuri centuri centuri centuri centuri centuri ceo ceo ceo challeng challeng chanc chanc chanc chang chang chang chang chang chang chang chang chang chang chang check child child child child child children children choic choic choic citi claim class colleg colleg colleg colleg colleg come come come come come commit common compani compani compani compani compet compet compet condit confid congress congress connect contrast contribut corpor corpor corpor corpor corrupt cost cost cost cost cost count countri countri countri countri countri countri countri countri countri courag cours cours cours crack creat creat creat creat creat credit credit credit crime crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi crisi cut cut cut cut cut cut cut cynic damag dark day day day deal deal deal debat debat decad decis demand demand democrat depend depress despit dictat die differ differ difficult direct direct direct disappear disappoint discrimin discuss doctor dollar dollar done done done door dream dream dream drive earli earth easi easi easier east econom econom econom econom econom econom economi economi economi economi economi economi economi economi economi economi economi economi educ educ educ effort effort eight eight eight elect elect elect elect elect elect elimin elimin els end end end end end end end end end energi entir entir era even even even even ever ever ever everi everi everi everi everi everi everi everi everi everyon everywher everywher exchang execut expir extend face face face facil fact fail fail fair fair fall fall fall famili famili famili famili famili fed fed feder fight fight final final final final final final financi financi financi financi find fire first first first first fit five fix fix floor folk folk food forget fortun forward forward forward four four four four four fraud free full full fundament fundament fundament futur futur gain gain gas gather generat generat georg get get get get get get get get get get give give give give give give give give give give give give give give god god good good got got got govern govern govern govern govern great great great green grow grow growth guarante hand hand happen happen happen harder harder health health health health health health health health heard help help help help help help help help help help help help help help help higher histori histori histori hit hit home home home home home home home home home homeown homeown homeown homeown homeown homeown homeown homeown homeown honest hope hospit hour hour hous hous hous hous hous hous hurt idea idea idea idea ignor ignor immedi import improv incent incom incom increas increas increas infrastructur innoc innoc instead institut institut insur insur insur insur insur insur intend intend invest invest invest invest invest invest invest iraq iraqi irrespons irrespons irrespons issu issu issu job job job job job job job job job job job job job job job job job job john john john john john john john john judg judg judg judgment jump just just just just just just just just just just just keep keep keep keep kid kind kind kind kind kind kind knock know know know know knowledg largest last last last last last last latest latest launch law law lead lead lead lead leader leadership leadership leadership leadership leadership leadership leadership learn led lend lender lender lender lender lender lender lender less less less let let lie life life life like like like like like like like like like like limit line line live loan loan loan look look look lose lose lose lose lost lost lot lot lower main main main make make make make make make make make make make make make make make make make make make make make manag manag mani mani march march march market market market market may may may may mayb mayb mayb mayb mayb mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mccain mean mean mean mean mean mean mean meet meet member men mention mess middl middl might might million million million million million million mind mistak moment moment moment moment moment money money money money money money month month month month morn morn mortgag mortgag mortgag mortgag mortgag mortgag mortgag mortgag mortgag mortgag mother move move much must nation nation nation nation nation nation near need need need need need need need need need need need need need need need need neighbor never never never new new new new new new new new new new new new new new news news next next next night night night night noth noth noth noth notic notic novemb now now now now now now now now now now now now obama obama obama obama obama obama offer offer offer ohio ohio ohio oil old one one one one one one one one one one one one one one one one oppon oppon oppon opportun ordinari ordinari ordinari oversea oversight own page page page page pain panel parent part particular pass pass pass past pay pay pay pay pay pay pay peopl peopl peopl peopl peopl person person person pick place plan plan plan plan plan plan plan plan plan plan plan plan plan plan plan plan polici polici polici polici polit polit polit posit posit prepar presid presid presid presid presid presid presid presid presid presid presid presid presid pretend prevent prevent price probabl problem product program promis proper propos propos propos propos propos prosper prosper provid provid pull punish punish purpos put put put put put put question question question quick quit quot rais rais rate reach reaction real real real real realiz reason rebuild rebuild recent recess recogn recov recruit reform regul regul regul releas relief relief remark remark renew repres republican rescu rescu rescu research resolv respond respons respons respons respons respons restor restor restor result result return reward reward reward reward reward reward rich right right right right rise rise rise rise road road road road rule rule rule run sacrific said said said said said said save save save save save save say say say say scheme school school secretari secretari secur see see seen seen seen seen seiz sell senat senat senat senat senat senat senat senat senat senat send separ seri seri seri serious serv seven share shift shift ship shot sick simpli sinc singl sit six skill small small small solv solv solv someth son soon sourc sourc sourc specul speech spend spend spend spent spot stake stand standard start state state state state stay stay step step still still stock street street street street street street street street street street street street strengthen strengthen stretch strong struggl success support support sure sure sure sure sure sure sure sure sure switch system take take take take take take take take take taken taken talent talk talk talk talk tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax tax taxpay taxpay taxpay taxpay taxpay taxpay taxpay taxpay taxpay taxpay taxpay taxpay teach teacher technolog technolog technolog tell tell term test test thank theori thing thing thing think think think though threat threaten three throughout time time time time time time time time time time time time time today today today togeth togeth togeth togeth togeth togeth togeth togeth tomorrow tomorrow tomorrow took took tool travel treasuri treasuri treasuri treat treatment trial troubl trust trust truth truth tuesday turn turn turn two two two two understand unemploy unit unit unit univers unpreced vacat valu vehicl villag vote wait wall wall wall wall wall wall wall wall wall want want want want want want want want want want want want war war washington washington washington washington washington washington washington washington washington wast watch watch way way way wednesday week week week week week week week well well well well well well well well well went whether white white whose will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will will win win wind wise without without without women work work work work work work work worker worker worker world world world world world worri wors worth write write written wrote year year year year year year year year year year year yesterday yesterday yet"
"Liberal",131,"db","accept accord achiev action action actor actor advanc afghanistan age alien along also alway amend amount announc assist attend attent avoid award babi beauti becom better bit bit blame bodi bomb book bridg bridg brief built call can can capabl captur carri cast cast cast catch ceo charact charact close compani complex complex confer construct construct construct corpor corpor court credit credit crude cultur day day death demand demonstr denni denni despit despit destroy develop develop develop develop devot director distract doesn done due earli earth emphasi enabl enjoy enjoy entertain escap eventu eventu excit experi fact famous featur fellow film film film film film first first first forev fourth friday general get giant gone great group grow guess head heavi help high hour huge human improv industri industri inspir instal instead instead introduc iron iron iron iron iron iron ironi issu issu item jeff jon just just just keep kid kind king know label latest latest lay lead life life light like linktocommentspostcount list live longer love machin machin made man man man mark mark mean men men militari missil mission month movi movi natur new new new newli nice night now now now offici one one one open parti particular pay perfect physic place pop postcounttb press prison probabl produc product promot quit quit quit realiz reason recognit releas remind research respons rest return rich right robert robert role rush sale saturday say scene scene screen season second secur seem settl space spi stabl stand standard state statement still still stood sudden suffer suit suit super take take talent technolog technolog technolog terrorist terrorist thank thing think think throw time time togeth togeth tomorrow toni toni town transform transform turn two type typic upon usual utter war wealthi weapon weapon well well well will will will word world world wrote year"
"Conservative",104,"at","accord account across activ activ alarm alreadi alreadi alreadi also american answer anyon appar appar appear appropri around arrest arrest arrest arrest arriv ask ask assembl bare becom began blog blogger blood book break broke broken broken call can case citizen close communic conclus constitut context countri crime danc danc danc danc declin deni dozen enough even even even everyon excus exercis exercis first free freedom frighten fun give give given gotten group group guess happen happen hear held hostil hour hundr illeg imagin incid includ internet interpret interpret journalist just just keep know lack last last late later laugh law law lawyer least leav liberti liberti like like make man mani mark memori memori memori memori memori might minut minut minut morn morn name nation next night note noth number number odd offic offic one one park park park park park peopl polic polic polic polic polic polic polic post post prevent privat protest public question ralli read refer refus refus releas respons revel right say say say sens sever speech spoke spoke state station step step step stori taken terror terror terrorist thing thing think thoma threat threat threaten threaten time told tomorrow treat turn two unit unusu unusu use usual video way way well went whole wild will will will won world wrong"
"Conservative",115,"ha","across act action action actual agent agent america american anyth anyth anyth associ barack barack becom begun believ can can candid candid candid capit carolina carri chang chang chang chang chang clear clinton close closer comment comment controversi core cultur daili democrat democrat divis doesn doesn don done done eat eat edg elector especi excus face fail far felt find finish first focus game get given good hang hasn hasn hillari hillari hope illinoi indiana iron issu john jon journal karl least legisl legisl legisl like line look love make mccain mean much nation nation next north noth noth novemb now now obama obama obama obama obama obama obama obama obama offic part parti parti particip past pattern peac peopl peopl peopl peopl peopl platform point polit polit polit potenti prefer prefer press problem process qualifi rather reach real record reserv respons rove rove run run run scenario senat serv short short show show sit solut someth sound spin stay street suggest take take take talk talk thin three three tie today track tri unfortun use virtual vote voter wall want want way way weak wear without wonder work work year year"
"Conservative",212,"ha","alreadi also american anyway away behind bid bill boost bush campaign campaign care celebr choos coleman coleman coleman coleman coleman coleman coleman coleman command connect conserv decid decid differ direct doesn feder focus focus franken franken franken franken general get given govern happen hard highlight huge idea ignor instead isn job last latest law lead like like look look lot made made man may medic messag mistak much need norm now one passag play point poll presid project realli reason reelect releas releas research right role senat serious serious servic servic show show sign state system take take talk tell thing tone video well well will win work wrote yesterday yesterday"
"Conservative",245,"ha","abus achiev actor advanc afterward agent along american american angel anyth anyth appear ask attack attend attract audienc audienc audienc audienc background beat better better bill bill bit box box brief broad brought call call care celebr charl cheer close colleg come conserv conserv consider convent cours cours cut cut davi davi davi david day death decid defin deleg deliv denni deploy didn didn didn differ don don enough enough especi especi even eventu everyon excel excel fact famili far film film film film film film final finish finish first fourth fun fun gap general georg get get get get get get god goe good good got great great great gulf hand hit hollywood hollywood hollywood hollywood hope hour hous howev imagin immedi independ intend introduc introduc jame jew jewish job joke joke joke jon juli keep kind know laugh laugh laugh laugh launch learn least least least led left lesson like line line littl look look look lot lot lot lot loud make make make may media messag michael michael miss moment movi movi movi movi movi movi nation near necessari need new note note offic offic offic one one one one one order part passion passion passion passion pay peopl perform play play presenc probabl produc produc produc product project prompt protest protest provid provid provid punch put rais realli remain remark repeat repeat republican robert role rough rough said said saw screen see seem seem seem send seri serious shot shown signific signific space spirit squar stage standard star star step stephen stori student sure take take tell term terrorist terrorist theater theater think three three throughout time time top true turn use use usual version violenc visit want want washington washington way well well well well will will will won won won word work work worth yesterday yesterday yet"
"Liberal",80,"tp","account acknowledg administr advoc afghanistan agenc agreement ahead aim alli allow allow almost alqaeda announc april arab arab arab armi armi avail britain british brown brown bush bush can carri chairman chang charact cheney cheney chief chief climat cold come command comment committe communiti compani compar confus congress congression continu contract corp countri countri court court cover cut davi day declar declar deepli defens demand dick direct dollar drop eastern economi endors english enter european even exact expert fall fear final find find fire first first five focus former free gen georg goal gordon govern held high high histor immedi immigr improv includ increas increas inform insid inspector inspector intellig intern invas iraq iraq iraq iraq john john john john justic justic key knew know last launch leadership leav let level level like littl london long longterm march march marin mark mark market mccain mccain meet mention met met middl militari militari militari million minist miss miss much much must must nation nato network notion offici offici offici page pentagon petraeus photo player politico pollster presid presid primari prime principl problem program progress prohibit prove purchas radic raz raz reach recent recruit recruit recruit recruit relief remain remark rep repeat report report report republican resid respons rest result retir robert said said said say scandal scandal section secur sen sen send senior servic short show side sinc sinc site solut spend spi state statement street suprem suprem suspici system tax ten terror thing thinkfast though threaten three throughout time time time time today today today told tom tour trade translat translat translat translat troop troop troop tuesday urg version version vice violent visit voter war war war war washington washington weaken weapon weapon went whose will will will will within without without write year year year year yesterday"
"Liberal",194,"db","abil account act admir affect age along also alway alway amaz american among angel anim anoth anybodi approach assign associ assum attorney audio audio back balanc becom becom begin begin begin bill bit bit bitter black blow blow blow bomb book book brief bring brought buy campaign campaign carter caus certain champion choic clip clip collect colorado colorado comment commit contradict contrast couldn count coverag coverag dark day day day death decad degre denni depend devot die dig director director director director disappear discov distract distract don drug drug edg elect els els end enjoy entitl equal escal essenti establish even ever ever everi examin exampl except expect fact fact fair fair fan fear fear fear fear fear featur feel film film film film film film film film first first flaw forget forgotten four free frequent friend full fun fun fun fun fun fun game gang genuin get given governor gun gun guy hand hang hang head hell highlight home human ideal ideal ideal ident insight interest interest ironi jimmi journal journal just just keep kind knock larg latter law legaci let life life life like like like like like linktocommentspostcount listen littl longtim lot love made magic make make make man man mark mass match may method minor monday morn movi movi nation near need nevada night note notori now now observ observ old old one one one one origin park past pat period person person person piec piec play play point point polit polit polit polit polit posit postcounttb presidenti prior profound public pull quit quit rare real real record regard relat remain remain remind remind resist result result revel ride right right right rock roll roll room run run sat saturday season segment sell sever sever sex share shout side signal sinc sinc social sole someon someth speech spent spotlight start still strang stuff style subject suicid sure take take talk tape tape task tell term terribl think think thompson thompson thompson thompson thompson thompson thompson thompson thompson thompson thompson thompson thompson thompson three ticket ticket trail turn turn twist two uniqu urg use use voic walk walk want watch way well well well whose wild will will will wish within without word work work write writer writer writer year year year year yet"
"Conservative",291,"ha","administr air allow also america america america american around base behind best best biden campaign campaign campaign carter class corner credibl cycl dark day decad demand depress didn didn doesn done econom either elect els especi even everyon famili final general governor great hampshir home hope hot inspir jimmi joe just just just kind know languag leagu like make matter mccain mean middl middl mom morn most much need new none paint palin palin palin palin palin pictur polit ran ran reader reagan reagan reagan ronald ronald run said sarah sarah school sens sinc speak spend status stump talk talk three three took video want washington weapon wednesday week worst"
"Conservative",263,"at","abus abus add addit advantag alreadi answer anyon apart appear away bar bear benefit better boehner break breath build campaign car car car car car car center chairman chairman chairman charl charli charli chosen citi citi committe committe committe conduct congress congress congress congression congression congressman consid continu continu cost countri cover day deal declar democrat embarrass enough ethic ethic expir explain feder free fundrais gain gop got govern govern histori hold hook hous hous hous hous hous hous hous illeg incom incom inform inform investig issu john latest law leader licens licens lot may mean men michael might month month most must name nation new new new new new one open park park park park park part pattern pattern per person posit post post post power power press privat problem problem program public public purpos question question refus regard registr regul regul remain report report repres republican requir revel rule rule rule said said say secretari serious site site space space space spokesman stabil store store store support sure symbol take tax tax taxpay thorough use use valid valu vehicl violat way way web will year yesterday yesterday york york york york"
"Liberal",154,"tpm","abl abl abl abl activist advantag allow aspect barack base better built catch chang clinton close closer commit creat donor dramat edg even expens failur februari februari fell figur find fulli get help help help hillari hillari hillari hillari hillari hillari hillari idea just just just keep key late lead lend light littl look lose lost lot maintain mani media money money money money month move much new nonetheless now obama obama obama obama obama obama obama one oregon organ organ overwhelm period period period period polit post prepar presum primari primari race race race realli result revolut rule rule season serious show show state state state state state still studi studi super thank truli truli tuesday tuesday tuesday univers volunt want whole wide win win wisconsin wisconsin"
"Conservative",135,"ha","abc abc accept afghan afghan afghan afghan afghanistan afghanistan afghanistan afghanistan afghanistan afghanistan afghanistan afghanistan alqaeda also analysi appear arab arab arab arab attack barack beyond build call camp camp campaign can can cash challeng claim commit condit constant coupl coupl critic dead deal depth despit didn disput distribut doesn don either electr electr engag enough enough environ error escap establish even even expert expert fact fact fast februari fighter first foreign generat get grasp grow grow howev immedi imposs improv improv includ inde infrastructur infrastructur infrastructur insist instead invad iraq iraq iraq iraq issu issu keep knowledg lack larg latest local make make make make make market massiv massiv missouri money money move nato necessari need need need news note note obama obama obama obama obama obama obama one order outsid paul pay peopl peopl peopl peter point point primari proper question question rais real rebuild rebuild reli reliabl remain report requir requir requir respond rhetor road road season season second secur secur seem sent set shoot situat speak speak spent start store surviv system taliban talk think translat translat translat transport tri troop two two unfortun updat use use use usual via virginia want war west whether won wright wrong yesterday"
"Conservative",187,"at","across action actor advoc africa aid almost alreadi also also alter alway american anoth anyon anyon appli author beaten big brand bush california came camera can can can capitol carolina carolina carter carter case case central civil clinton close close color conserv convent countri countri day debat decad defeat democrat depart domin easili econom eight elect end enemi even even eventu ever ever everi evil exampl fast feel fight fighter figur first forc form former four free general georg giant gop governor great half happen happen happi head high hill hold hous howev howev huge incred inde involv issu jimmi justic kennedi kennedi know know last last later legisl legisl liber lie like littl loss lost love love love machin made made mainstream make matter media media men merit met might might mind mind miss movement much name never new new nice nomin none north north one one opinion other other parti parti pass pay person person person play plus point polit polit polit posit poverti presid presid presid presid pressur pressur primari proper provid pundit racist reagan reagan reagan reagan reagan reagan reagan reagan reagan reagan reagan reagan reagan reagan reason regardless relief republican republican revolut revolut right right right ronald room run said say say screen seek senat senat senat senat senat senat sound soviet soviet soviet stage start start state state state support ted televis thing think think today today told tone tone translat tri tri troubl true truth two two understood union union unit unit unlik unlik visit well white wide wide wife will will win without without without won won world writer year year year yesterday"
"Liberal",193,"tp","addit administr advanc advis advoc advoc also america analysi becom belief benefit bid bill bodi bottom boy brain brain budget call campaign capit capit care chairman chang clinton cold compil complex consid contain control controversi crisi critic critic cut cut cut damag data data day dead debat defeat digg distanc doesn econom econom econom economi economi enterpris even exist explain fact fail feder find first flat foot free gain gain gay gone grasp great greatest health help high highlight hillari hit inflat intend issu jame joe john lack land languag last law law man mccain mccain mccain mccain mccain mccain mccain mental minimum minimum minimum minimum monitor most nation nation note oppon origin other otherwis pass past peopl peopl phil phil phil plain plain polici polit poor poor presidenti professor program project project public public rare reagan recess remark research revel review revolut right room room said say say say secretari senat soldier speak stanc state stop support tax tax teach tend texa think time time top touch treasuri tri truth turn two unit univers updat view wage wage wage wage want want warn washington welfar work work world write"
"Liberal",180,"tpm","ago ahead ahead allow among announc answer appear appear appoint associ barack barack barack becom behind big bill britain bruce bush campaign campaign campaign campaign candid candid candid carolina challeng chuck closer communiti concern confer conserv countri cours court credibl current debat democrat demograph differ differ drill due econom elect embrac endors energi establish ever expect express eye find five foreign foreign foreign franc germani give hall hall hold howev imag import improv increas independ indic interview introduc iraq israel issu job john john john john john juli keep last lead lead leader leader leader line margin margin mark mccain mccain mccain mccain mccain mccain mccain mccain mccain mcconnel mcconnel meet meet mitch month month nation nation near need new north now now obama obama obama obama obama obama obama obama obama obama observ offer offici offshor offshor opportun oppos option overal overcom oversea parti parti place plan polici poll poll poll poll practic presid presid previous primari primari probabl public race rasmussen recent report republican republican republican respect respons respons revers said said secur secur seem seem sen sen senat senat serious serious speak state statement step step still strengthen take take three time today today tour tour toward town town tradit trip turn two victori visit war washington way week will will yesterday"
"Conservative",76,"at","absolut adopt advoc almost also although anyon appear associ balanc barack bit blow bring california california campaign caucus certain claim clinton clinton clinton clinton clinton collaps collect compar compar conclus contest continu convent convent convent convent count count counti counti decid decid deleg deleg deleg deleg deleg deleg deleg deleg deleg deleg deleg deleg deleg deleg democrat democrat democrat democrat democrat democrat dozen drop edward edward edward elect elect elect end endors essenti even everi field figur figur fill final five florida found four gain general get guid held help help hillari hold imposs increas intend interview interview iowa iowa iowa januari john keep leader leadership littl magic mani mani mean mean mean michigan month new new next nine nomin nomine number number obama obama obama obama obama obama obama obama obama obama obama obama obama offici offici one open option parti parti parti parti percent percent pick pick pick pick piec play play pledg pledg pledg point poll popular potenti power presid press primari primari principl probabl project race race race race rais rais reach reflect respect result said said said said saturday saturday saturday saturday show sinc six slight state state state step stick suggest super super superdeleg superdeleg support thank though three three ticket time total total total toward true two undecid unless virtual vital vote weaken will will will win winner withdraw word yesterday york"
"Conservative",172,"ha","abus act afford ago agre also america anyon anyth anyth assum attack attack back bad bank beat becom bless brand brook brook brook can can can can check claim come complet consid context cours crap david day day decis didn discuss don donat done donor effect either elect encourag enemi equival ever everi everi excit excit face financ financ financ financ follow forc foreign four fraud get given god gop gop gop great ground group guy guy guy harm high huge impress institut just keep know later latest lay lean least left left less let lie lie lift like like like link lost machin magic make mccain mccain mccain media meet messag messiah might might million money money month month morn much new new noth noth now now obama obama order outsid particular particular pleas plenti polici polit polit polit polit politician possibl post predict privat public public public public pull pursu race rais rais read real republican reserv rest revers right rock say say see see seem show shut side sinc sinc small small somehow sort speech spin spring straight straight sum take thank though time took unlik use via vice want weapon will will won wrong year yesterday"
"Conservative",293,"at","along also appar appli bad bar base blame came campaign campaign campaign can can candid candid certain choic choic clean consequ conserv conserv day day decis didn distract doesn doesn done dri due elect elitist end end experienc experienc fact failur fall fall final find follow fresh girl girl given gop harm harm higher home implic import includ incred incred insid insid instead integr ironi joe john john latest leader leak learn lesson like littl littl lose loss mani mani matter may may mccain mccain mccain mccain mccain mccain mean mean met michael need never new noth obama occur offic old otherwis otherwis palin palin palin palin palin palin parti peopl perhap plenti plumber posit power problem pull pundit put ralli rare real regul republican republican respons return right sarah sarah say say seem senat set stay stupid tell thought ticket ticket time tool top true turn understand use vote voter washington washington washington welcom whose will will will will will will will wouldn"
"Liberal",191,"tp","account administr administr admit amaz arriv ask ask ask attorney back biden biden biden biden biden biden career character commit conclud conserv consid consider contradict critic dedic dedic dedic depart depart depart depart depart depart difficult diplomat disagre disagre dri employe engag enorm enorm enorm even figur find find find fire forth found found found general guy hire hold honor ideolog inappropri joe justic justic justic justic justic justifi like look made maintain make mike note offici one otherwis peopl peopl polit polit problem process program prosecutor question question question realli reason reluct repeat report report report respond said said say select sen sen senat simpl someth sound state succeed testimoni think thinkprogress today told understand updat use watch well whether whether whether won yes"
"Liberal",263,"tpm","accord also appear approv around astonish averag averag barack battleground battleground battleground big big bit captur cnn cnn consequ consist consist daili data dead dead decid edg elect elect elector elector elector elector estim estim find find gain general grab heat heat held held hold hold hous howev indiana indiana indiana interest lead lead lead leav map map mccain mccain mccain mccain meanwhil men need new newli now now obama obama obama obama ohio ohio ohio ohio one one palin percent percent point point point poll poll poll poll poll poll poll poll poll presidenti previous rate real recent sarah septemb septemb septemb septemb septemb septemb sever short show slip small state state still survey survey survey ten ten three three today track virtual vote vote vote web well white win"
"Conservative",283,"ha","administr administr afghanistan afraid ago alqaeda alqaeda alqaeda announc anoth appeal appeal argument arm back block block brilliant bush bush camp camp can capit captur captur collect combat congress countri countri court court custom day deal decis declar demand desir destroy detaine either emerg enforc enforc enter entir entir exact far follow forc fortun friday get given great home hope idea immigr immigr import insurg intellig intent interest issu judg judg judiciari keep kind law law less let like littl live major make moment nation nation offer one panel pass peopl place plane pow problem produc promis protect purpos put rather reach receiv recruit refus releas return run seem send sens seven show shown sign situat solut solv stay suffici suppos suspect tactic take terribl terrorist terrorist terrorist terrorist terrorist tortur train train train train two wage want want want war war warn washington week west will year"
"Liberal",258,"db","abil actual actual actual advis affair agre american american american anyon arriv assess attack attack away barack basic becom becom becom belief believ best best better bias bit bottom built bush bush call call campaign campaign campaign can can candid centuri certain charact charact citizen claim close confus consequ countri countri countri countri creat cultur cynic dark declin deni differ dil disgrac dismiss distort distract doctrin done drink easili effect either elector even ever everyth everyth evid exact exampl extens fact fact fact fact fact fact far folk foreign former fox function giant given good gop gop got great hand histor ignor ignor ignor ignor ignor influenc integr interest job job john karl kind know know know know knowledg knowledg latter leader leadership least leav leav leav less lie lie lie lie like linktocommentspostcount littl long lost machin make make mccain mccain mccain mccain mccain mccain mccain mccain mean mix moment nation need need net news nonsens note obama obama obama object occas occup occupi offici one one open organ organ organ palin palin palin palin parti peopl peopl period perman person point polit popular postcounttb power practic presid problem public put put question raz real realiti realiti realiti realiti realiti realli realli recogn reflect relat republican reput resist revel review right rove rove rove rove rove rove rule run said said said sarah sarah sarah sarah say sen sen sinc situat state state stop straight strategi strategi strategi stupid stupid sunday suspect suspect talk thing think think think throw tie time today today topic treat true true trust truth truth turn two unit unit victori want war washington water way week week well went will world world wors year"
"Conservative",193,"ha","abc abc also altern america american awar barack biggest biggest call campaign can career chief children circumst clear combin command command command command complet consider consist corp cover didn discov doesn drop ensur equip equip even exit experi feel field finish first get give good got got hand hasn head hear heavi includ inform insist iraq iraq iraq iraq iraq iraq issu job kind kind kind lack larg last lead leav leav like like long look loss made make make make militari militari militari month month morn nation nationwid news obama obama obama obama obama obama obama offic offic one plan plan plenti point point point point polici polici polici polici promis propos put question rather readi request rush sale say sens sentiment shown soldier spent spoke stabil start stick stori strong suggest summer surg take take take taken time time timet trail troop troop two unless usual view visit want want war war way wear well whether will will will will will withdraw wrong year yet zero"
"Liberal",5,"db","abus actor adult adult affair age alon along also amount anoth apart apart around around august away back balanc beauti bit board book boy boy brother burden can car care care cast central chang charact charl children citi colleg countri coupl cri crisi dark day deal death deliv denni denni design die die discuss doesn doesn doesn drive easili elder engag enjoy everybodi exact expir explain famili famili fan father father father film find find fine first fox generat gonna grant guy half harri head heavi high high hill hit holiday home hope hous howev hurt imag inevit inspir issu issu job jon jon jon just just kick know last late late latest laugh lead legal letter life life light like linktocommentspostcount littl littl live live live long long look love made made make make man mark marri marriag middl miss miss moment moment neighbor never nice night night now obsess obvious offer old one one one one order page parent particular perform place play post postcounttb professor propos prospect provid rapid rate real reject research respons ride right right rose saturday scene screen script season seem sentiment sever sister somewhat spend stage start still stori straight strike style subject sudden suffer support swing take take talent theme thing three time tough trip turn veteran watch way way week well whose wild without wonder work writer year year year yes yet"
"Conservative",246,"ha","abc accur adult alleg also also anyway appear argument attent attract awar balanc belong belong better blog bottom call campaign campaign candid care clark clark contact copi desper document document don earli effort elect emphas enough entir even exist exploit explor finger focus general get given got hard howev independ instead instead later least least life line made mainstream make make mccain mccain mccain mccain minut most never new new now obvious offici one one option palin palin palin palin parti parti parti parti parti pass point polit polit presidenti provid record regard regard remain report report report report report report report republican republican republican sarah seem serv show simpli state stori stori test though though time time vote vote went wound yesterday yesterday york york"
"Liberal",315,"db","abus accord action address administr administr age agre aid aid almost almost american analyst answer anymor anyon appear attend attent attorney attorney attract author author author author avoid back back bailout bank bank bank bank bank bank bank bank basic battl belief benefit best big billion billion blame blame book broad bush bush bush bush buy california campaign campaign can can can capit capitol cash caus challeng chang chang chang chang channel chief clear clear close collaps committe compani compani concern congress congress congress congress congress congression congression congression conserv conserv conserv consid continu contribut corpor corpor corpor coupl cover cover crap creat creat crisi crisi crisi critic danger dare debt debt decis decis deep democrat depart depart depress develop discuss distract document dog drive econom editor engag enorm ethic even everi everyon exact execut exercis exist expert expert expert explain face fail fail failur fear fed fight fight file financi financi financi find find flow former forward found four georg georg get get get giant giant given govern govern govern grab great grow henri hill hope hous howev illeg illeg implement implic import inappropri industri influenc initi insid institut interest introduc iraq issu job joint just just just keep kill kill know languag law lawmak lawsuit lawyer lawyer left legaci legal legal legal legal legisl lend like like linktocommentspostcount long look lot lot make make make make manufactur may mccain mean mean media mess month move move movement much necessari need never new new next next nobodi nobodi notic notic notic notic now now now now obama obama obama obama obama obama obama obama object object object obscur odd offici old one one one one one order outsid pass patriot patriot paulson peopl peopl polici polit polit postcounttb power pretti probabl problem problem progress progress project provid provis provis public public pull pull question quick quick radic realiz realli remain republican request resolut revers revers revers revers revers revers said said said said said said save say secret secretari secretari section seek seen seen sens septemb set set sever shout signal simpl someon someth specif staff stand still stop stori stori structur stuck system system tax tax tax tax tax tax tax tax tax teach team theori thing think think thoma throughout tie trade train transit treasuri treasuri treasuri treasuri treasuri treasuri tri tri trick type unlik use vehicl want want want war warn way way way weapon weekend welcom well whatev whether whether white white whole will will will work world write wrote year year yearold yesterday"
"Conservative",165,"ha","action alli along american anoth appar approach attempt back becom blogger border campaign can can can coal coleman coleman coleman coleman coleman conserv conserv continu convinc cours crisi current current debat declin deliv detail drill drill effort effort energi energi energi energi enough establish expand explicit explor face feder final fund get get gop hope independ intellig interest interest introduc john land later legisl less like line live make make may mayb mccain member messag might minnesota moder money morn nation near necessari need norm nuclear nuclear often oil oil open opportun oppos parti parti particip past plan plan plan pocket polici price probabl problem product product product prompt prove provid put ration resourc resourc resourc result rise run secur see senat sent shown special standard suppli term terror therefor today understood use use wait western will will will will will will within within worth year"
